video_name,start_time,end_time,sentiment,text,ground_truth,llm_best_label,neutral,happy,sad,anger,surprise,disgust,fear,sum_of_emotions,response_clean
14_anger_fear_a_140,-1,-1,-1,"Я понимаю, но ради того, чтобы у вас была не голодная семья, вы должны работать. И работать правильно в этот раз у вас не получилось.",anger,anger,0.11659,0.08278,0.14574,0.60242,0.02215,0.03032,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.03210, 0.00000"
05_neutral_fear f_010,-1,-1,-1,"Привет. Слушай, ты не знаешь, почему так долго автобуса нет?",fear,fear,0.2,0.06667,0.13333,0.06668,0.13332,0.06666,0.33334,1.0,"<think>

</think>

0.21429, 0.07143, 0.14286, 0.07143, 0.14286, 0.07143, 0.35714"
07_fear_neutral f_030,-1,-1,-1,"Я извиняюсь, вы что?",fear,fear,0.1039,0.07377,0.11979,0.05507,0.15793,0.07771,0.41183,1.0,"<think>

</think>

0.12346, 0.08765, 0.14234, 0.06543, 0.18765, 0.09234, 0.48934"
30_fear_happiness_f_160,-1,-1,-1,"Сперва вы просчитаете, и тогда может быть.",fear,fear,0.11296,0.0802,0.1412,0.09037,0.09364,0.07003,0.4116,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.09876, 0.10234, 0.07654, 0.44984"
23_happiness_neutral_h_170,-1,-1,-1,Но это же твой день рождения!,happy,happy,0.12222,0.74923,0.08823,0.01222,0.01332,0.00671,0.00807,1.0,"<think>

</think>

0.12345, 0.75678, 0.08912, 0.01234, 0.01345, 0.00678, 0.00815"
19_anger_disgust_a_051,-1,-1,-1,"Что верно? Девушка, ты что там сидишь? Я заказывала фартук с мопсами! Моими любимыми собачками! Где этот фартук? Я его месяц ждала! Вы понимаете, что такое фартук?",anger,anger,0.12336,0.15666,0.09869,0.62129,1e-05,-1e-05,0.0,1.0,"<think>

</think>

0.12345, 0.15678, 0.09876, 0.62175, 0.00000, 0.00000, 0.00000"
11_anger_disgust a_160,-1,-1,-1,"Пешком я уже находился в свое время. Я хочу велосипед. Что там такого? Скажите пожалуйста куда мне подъехать, я его возьму и куплю.",anger,anger,0.29009,0.11072,0.14061,0.37976,0.04096,0.01107,0.02679,1.0,"<think>

</think>

0.32345, 0.12345, 0.15678, 0.42345, 0.04567, 0.01234, 0.02987"
47_enthusiasm_sadness_s_140,-1,-1,-1,10 лет... Ну 10 лет это долго конечно...,sad,sad,0.23375,0.12303,0.63951,0.00123,0.00012,0.00023,0.00213,1.0,"<think>

</think>

0.23456, 0.12345, 0.64172, 0.00123, 0.00012, 0.00023, 0.00214"
24_sadness_enthusiasm_s_121,-1,-1,-1,"Да это ж они придут, это ж начнут разводить на бабки, а потом мы с тобой будем говорить, а есть у нас бабки или нет, а потом окажется вдруг, не дай бог, что подцепили, витик, это муди!",sad,sad,0.11773,0.08359,0.75248,0.01177,0.02236,0.00412,0.00795,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.02345, 0.00432, 0.00834"
24_sadness_enthusiasm_s_010,-1,-1,-1,Да что интересного может быть в бане?,sad,sad,0.12344,0.08764,0.7889,1e-05,-1e-05,-0.0,2e-05,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.00000, 0.00000, 0.00000, 0.00000"
41_fear_disgust_d_060,-1,-1,-1,"На догрутников вообще не смотри, это их дело. Какая разница, как они там сдают, главное тебе это сделать и всё. Главное хотя бы приди и всё. А то что там такое что-то.",disgust,disgust,0.11236,0.07977,0.14045,0.21348,0.08989,0.27304,0.09101,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.23456, 0.09876, 0.30000, 0.09999"
17_neutral_disgust_d_060,-1,-1,-1,"Угу, я тоже очень рада, что я ваш клиент. Было бы лучше, если у нас были бы маленькие, более меньшие тарифы. Я была бы очень рада.",disgust,disgust,0.10352,0.19669,0.12215,0.0735,0.14078,0.27951,0.08385,1.0,"<think>

</think>

0.12345, 0.23456, 0.14567, 0.08765, 0.16789, 0.33333, 0.09999"
34_anger_fear_f_040,-1,-1,-1,"Так, я не ехала назад, это...",fear,fear,0.10437,0.0741,0.13046,0.05739,0.14569,0.07994,0.40805,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.06789, 0.17234, 0.09456, 0.48268"
36_disgust_happiness_d_040,-1,-1,-1,"Какая удача, купили компьютер. Что вы там купили? Показывайте.",disgust,surprise,0.04065,0.1355,0.06774,0.06775,0.33876,0.25746,0.09214,1.0,"<think>

</think>

0.04286, 0.14286, 0.07143, 0.07143, 0.35714, 0.27143, 0.09714"
12_sadness_disgust_s_080,-1,-1,-1,"Я с ним занимаюсь, он мне показывает, говорит, «Мам, я сделал домашнее задание, ну я же доверяю своему сыну». Поэтому и говорю, ну хорошо, молодец.",sad,sad,0.12344,0.15677,0.71981,-2e-05,1e-05,-0.0,-1e-05,1.0,"<think>

</think>

0.12345, 0.15678, 0.71987, 0.00000, 0.00000, 0.00000, 0.00000"
35_neutral_fear_f_052,-1,-1,-1,"дежурного, или как там их называют. И такое ощущение, что скоро кислород закончится.",fear,fear,0.11193,0.07947,0.13992,0.06156,0.09279,0.08574,0.42859,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.06789, 0.10234, 0.09456, 0.47269"
08_sadness_anger a_130,-1,-1,-1,"И вы, конечно же, считаете, что в Ростове может быть раз в 10 дешевле, чем в вашем Санкт-Петербурге, да?",anger,anger,0.11637,0.08262,0.12684,0.62016,0.03988,0.01372,0.00041,1.0,"<think>

</think>

0.12345, 0.08765, 0.13456, 0.65789, 0.04231, 0.01456, 0.00043"
39_sadness_anger_s_110,-1,-1,-1,"Нет, нет, ну пожалуйста, ну что же я могу еще сказать вам? Ну девушка, ну приезжайте, пожалуйста",sad,sad,0.12327,0.08752,0.78781,0.00123,0.00012,5e-05,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.00123, 0.00012, 0.00005, 0.00000"
14_anger_fear_a_040,-1,-1,-1,"Вы понимаете, целая семья сейчас останется безужной из-за вашей ошибки. Я вообще обязана позвонить начальству. Я обязана доложить на вас.",anger,anger,0.12339,0.08761,0.34551,0.42327,0.01233,0.00789,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.34567, 0.42345, 0.01234, 0.00789, 0.00000"
03_disgust_neutral n_034,-1,-1,-1,возместить школе этот ущерб.,neutral,neutral,0.94995,0.01002,0.01,0.00999,0.01003,0.0,0.01001,1.0,"<think>

</think>

0.95000, 0.01000, 0.01000, 0.01000, 0.01000, 0.00000, 0.01000"
09_neutral_happiness h_040,-1,-1,-1,Vroom.,happy,happy,0.11934,0.65625,0.08473,0.02267,0.0302,0.01193,0.07488,1.0,"<think>

</think>

0.12346, 0.67890, 0.08765, 0.02345, 0.03124, 0.01234, 0.07746"
04_fear_enthusiasm e_140,-1,-1,-1,"Да, конечно, я отдам вам деньги, не сомневайтесь в этом. А скажите, а батарейки в комплекте идут?",surprise,surprise,0.11236,0.07977,0.08989,0.05955,0.57754,0.01123,0.06966,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.06543, 0.63456, 0.01234, 0.07654"
11_anger_disgust d_160,-1,-1,-1,Я не хочу тебя видеть,disgust,sad,0.12301,0.08734,0.34446,0.10198,0.09841,0.2448,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.34567, 0.10234, 0.09876, 0.24567, 0.00000"
49_sadness_happiness_s_080,-1,-1,-1,"Дай мне ведро, пожалуйста, ну дай! Я тебя прошу, как человека прошу! Слушай... Берите оператору в чёрное что ли determination в помощь!",sad,sad,0.11776,0.08361,0.75261,0.01177,0.02237,0.00412,0.00776,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.02345, 0.00432, 0.00813"
47_enthusiasm_sadness_s_080,-1,-1,-1,"40 дюймов, это же меньше чем вы предлагали 72. 40 это как-то совсем мало. Ну по сравнению...",sad,sad,0.12025,0.08537,0.76852,0.01202,0.00552,0.0012,0.00712,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.00567, 0.00123, 0.00731"
15_enthusiasm_sadness_e_050,-1,-1,-1,"Но не переживайте, мы вас подготовим и все будет хорошо!",surprise,surprise,0.1137,0.21603,0.09096,0.0523,0.4605,0.0216,0.04491,1.0,"<think>

</think>

0.12345, 0.23456, 0.09876, 0.05678, 0.50000, 0.02345, 0.04876"
20_disgust_enthusiasm_d_170,-1,-1,-1,"Ой, слушай, давай с тобой сейчас мы в ресторане закажем выпить, закусить, посидим, поговорим. По-хорошему, мы же женщины, должны друг друга понять.",disgust,disgust,0.11214,0.17189,0.08971,0.04934,0.11999,0.44521,0.01172,1.0,"<think>

</think>

0.12345, 0.18923, 0.09876, 0.05432, 0.13210, 0.49014, 0.01290"
15_enthusiasm_sadness_s_060,-1,-1,-1,"Чистая связь, да? Ну, правда, мне не совсем пока всё это понятно. C, B, A. Даже не знаю, что такое хорошо. Ну, так, чтобы чуть-чуть, знаете, чтобы общаться можно было, чтобы меня понимали.",sad,sad,0.31407,0.12062,0.51995,0.00121,0.01206,0.0012,0.03089,1.0,"<think>

</think>

0.32143, 0.12345, 0.53214, 0.00123, 0.01234, 0.00123, 0.03161"
43_enthusiasm_neutral_e_010,-1,-1,-1,"Здравствуйте, я вот по объявлению вам звонила.",surprise,surprise,0.11236,0.07977,0.08989,0.05955,0.57754,0.01123,0.06966,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.06543, 0.63456, 0.01234, 0.07654"
34_anger_fear_a_080,-1,-1,-1,Ключик от машины от новой! Знаешь такое? Теперь узнаешь. Посмотри что ты сделала! Посмотри на это произведение!,anger,anger,0.12345,0.08765,0.09876,0.69015,-0.0,1e-05,-2e-05,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.69012, 0.00000, 0.00000, 0.00000"
22_fear_anger_f_160,-1,-1,-1,"У меня вообще такое настроение, я сейчас поставить машину и вот на первый автобус сесть и поехать.",fear,fear,0.10216,0.12054,0.13893,0.07253,0.08469,0.07825,0.4029,1.0,"<think>

</think>

0.12345, 0.14567, 0.16789, 0.08765, 0.10234, 0.09456, 0.48689"
03_disgust_neutral d_030,-1,-1,-1,"вашего ученика из вашей школы. Я считаю, что вы меня сегодня вызвали, но это не совсем оправдано.",disgust,disgust,0.12327,0.08752,0.1541,0.10219,0.09862,0.41586,0.01844,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.10234, 0.09876, 0.41647, 0.01847"
23_happiness_neutral_h_080,-1,-1,-1,А ты хочешь выступить?,happy,happy,0.12,0.65991,0.0852,0.03359,0.02279,0.01199,0.06652,1.0,"<think>

</think>

0.12346, 0.67890, 0.08765, 0.03456, 0.02345, 0.01234, 0.06844"
14_anger_fear_f_120,-1,-1,-1,Что я должен сделать?,fear,fear,0.11296,0.0802,0.1412,0.09037,0.09364,0.07003,0.4116,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.09876, 0.10234, 0.07654, 0.44984"
28_disgust_enthusiasm_e_020,-1,-1,-1,"Ой, простите, пожалуйста, но вы же меня научите?",surprise,surprise,0.11227,0.07971,0.12238,0.06174,0.58438,0.02133,0.01819,1.0,"<think>

</think>

0.12345, 0.08765, 0.13456, 0.06789, 0.64255, 0.02345, 0.02000"
49_sadness_happiness_s_020,-1,-1,-1,"Ну да, и у меня клиент торопится мой. Да, и мне надо быстро помыть ему машину, и надо освободиться, мне бежать надо.",sad,sad,0.11777,0.08362,0.75269,0.01177,0.02237,0.01178,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.02345, 0.01234, 0.00000"
30_fear_happiness_f_060,-1,-1,-1,Не представляю...,fear,fear,0.10372,0.07364,0.12966,0.05704,0.1532,0.06264,0.4201,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.06789, 0.18234, 0.07456, 0.49999"
34_anger_fear_a_070,-1,-1,-1,"Куда ты не ехала? Ты знаешь, как в 90-х? Ключик давай от машины, от новой!",anger,anger,0.12346,0.08765,0.09876,0.69015,-1e-05,1e-05,-2e-05,1.0,"<think>

</think>

0.12345, 0.08765, 0.09876, 0.69012, 0.00000, 0.00000, 0.00000"
10_happiness_anger a_150,-1,-1,-1,Мнение свое пересчитай!,anger,anger,0.1175,0.08342,0.14687,0.60392,0.02031,0.02757,0.00041,1.0,"<think>

</think>

0.12346, 0.08765, 0.15432, 0.63453, 0.02134, 0.02897, 0.00043"
10_happiness_anger h_070,-1,-1,-1,"Ох, сколько напора! Но в конце концов, кофе-то ты готовишь на воде, которую я предоставляю!",happy,happy,0.13008,0.71535,0.09236,0.03642,0.013,0.0104,0.00239,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.01234, 0.00987, 0.00227"
04_fear_enthusiasm f_020,-1,-1,-1,"Да, хорошо. Вот, смотрите, посылка. Распишитесь, пожалуйста, оплатите, и всё на этом. Спасибо.",fear,fear,0.1948,0.12988,0.12985,0.06493,0.12989,0.12987,0.22078,1.0,"<think>

</think>

0.21429, 0.14286, 0.14286, 0.07143, 0.14286, 0.14286, 0.24286"
30_fear_happiness_h_050,-1,-1,-1,Мы выиграли тендер в Щёлково!,happy,happy,0.12322,0.75533,0.06776,0.02341,0.0123,0.00566,0.01232,1.0,"<think>

</think>

0.12345, 0.75678, 0.06789, 0.02345, 0.01234, 0.00567, 0.01234"
37_enthusiasm_neutral_n_110,-1,-1,-1,Но она снова не едет. Что происходит? У вас машина сломана.,neutral,neutral,0.76272,0.08474,0.05085,0.02543,0.03389,0.01695,0.02542,1.0,"<think>

</think>

0.75000,0.08333,0.05000,0.02500,0.03333,0.01667,0.02500"
42_anger_fear_a_040,-1,-1,-1,Ну что это такое? Мне в пять утра вставать на работу!,anger,anger,0.1187,0.08428,0.14839,0.60578,0.02362,0.01923,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63000, 0.02456, 0.02000, 0.00000"
48_fear_disgust_d_030,-1,-1,-1,"Да он же для детей. Таня, ну ты уже... ну ты вообще меня удивляешь. Такое советское кино смотреть, это себя не уважать. Ну что ты делаешь?",disgust,disgust,0.11234,0.07977,0.14044,0.08988,0.12054,0.43793,0.0191,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.09876, 0.13245, 0.48123, 0.02099"
20_disgust_enthusiasm_d_120,-1,-1,-1,"Давай, Валера что сказал, здесь я решаю. Давай с тобой договоримся по-хорошему.",disgust,disgust,0.11217,0.07964,0.14022,0.06169,0.16568,0.41101,0.02959,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.06789, 0.18234, 0.45234, 0.03256"
28_disgust_enthusiasm_e_070,-1,-1,-1,"Серьезно? Не, я не хочу. У меня вообще это... Ну, жутко интересно, Гент, я волосы закорю, конечно. Так, хорошо. А что можно делать этим станком?",surprise,surprise,0.12335,0.08758,0.15419,0.09868,0.52387,0.01233,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.09876, 0.52432, 0.01234, 0.00000"
09_neutral_happiness h_060,-1,-1,-1,"Я уже доволен, прекрасно. А какой интересный выключатель. Не расскажите, как он работает?",happy,happy,0.11774,0.6475,0.0836,0.03296,0.03932,0.01177,0.06711,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.03456, 0.04123, 0.01234, 0.07037"
43_enthusiasm_neutral_e_040,-1,-1,-1,"Ну, хорошо, не берете, почему?",surprise,surprise,0.12315,0.08744,0.14251,0.07635,0.54117,0.02339,0.00599,1.0,"<think>

</think>

0.12345, 0.08765, 0.14286, 0.07654, 0.54250, 0.02345, 0.00600"
30_fear_happiness_f_080,-1,-1,-1,Так сперва надо и этот сделать.,fear,fear,0.11296,0.0802,0.1412,0.09037,0.09364,0.07003,0.4116,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.09876, 0.10234, 0.07654, 0.44984"
36_disgust_happiness_d_070,-1,-1,-1,Вот на этом вы собираетесь 3D графикой заниматься.,disgust,disgust,0.12356,0.08773,0.11244,0.09885,0.1458,0.40036,0.03126,1.0,"<think>

</think>

0.12345, 0.08765, 0.11234, 0.09876, 0.14567, 0.40000, 0.03123"
25_anger_disgust_d_010,-1,-1,-1,"Здравствуйте, это Валентина Дмитриевна.",disgust,disgust,0.11637,0.0931,0.07215,0.05121,0.064,0.60317,0.0,1.0,"<think>

</think>

0.12345, 0.09876, 0.07654, 0.05432, 0.06789, 0.63984, 0.00000"
11_anger_disgust d_120,-1,-1,-1,Кататься?,disgust,disgust,0.11231,0.13253,0.12242,0.07974,0.15275,0.31449,0.08576,1.0,"<think>

</think>

0.12345, 0.14567, 0.13456, 0.08765, 0.16789, 0.34567, 0.09426"
17_neutral_disgust_n_090,-1,-1,-1,"Мы хотели предложить вам пакет в 1500 минут, 45 гигабайт и еще 200 смс. Только сейчас вы сможете получить этот уникальный тариф.",neutral,neutral,0.87631,0.08247,0.02062,0.0103,0.01031,-0.0,-1e-05,1.0,"<think>

</think>

0.85000, 0.08000, 0.02000, 0.01000, 0.01000, 0.00000, 0.00000"
19_anger_disgust_a_052,-1,-1,-1,месяц ждать и копить деньги на него,anger,anger,0.11659,0.08278,0.14574,0.60242,0.02215,0.03032,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.63789, 0.02345, 0.03210, 0.00000"
34_anger_fear_f_010,-1,-1,-1,"Ну, вы ехали назад, я вас из-за угла не могла увидеть. Я ехала вперед, всё нормально было.",fear,fear,0.11296,0.09037,0.13072,0.07004,0.1028,0.05987,0.43324,1.0,"<think>

</think>

0.12345, 0.09876, 0.14285, 0.07654, 0.11234, 0.06543, 0.47345"
46_sadness_disgust_s_010,-1,-1,-1,"Знаете, смотреть на то, как дети у нас бегают без присмотра, ну это же... Ну как за таким родителям вообще тут следят за ними?",sad,sad,0.12027,0.0854,0.76871,0.01202,0.00444,0.0012,0.00796,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.00456, 0.00123, 0.00817"
07_fear_neutral n_120,-1,-1,-1,"Может вы посмотрели в другую сторону, но ничего страшного бывает с кем не бывает.",neutral,neutral,0.75,0.08333,0.05001,0.01667,0.04999,0.0,0.05,1.0,"<think>

</think>

0.75000, 0.08333, 0.05000, 0.01667, 0.05000, 0.00000, 0.05000"
07_fear_neutral f_180,-1,-1,-1,"Нет, я только должен устовериться, что вы спокойно сейчас сядете в машину и тогда мне будет спокойнее намного.",fear,fear,0.11194,0.07948,0.13993,0.06156,0.0928,0.0694,0.44489,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.06789, 0.10234, 0.07654, 0.49065"
02_anger_sadness s_010,-1,-1,-1,"Ну что я могу сказать с этими цифрами? С ними все в порядке, но да, там немного непонятно было. Но я думаю, что еще мне нужно пару дней и тогда будет все точно.",sad,sad,0.3184,0.12152,0.5238,0.01215,0.00862,0.0034,0.01211,1.0,"<think>

</think>

0.32345, 0.12345, 0.53210, 0.01234, 0.00876, 0.00345, 0.01230"
41_fear_disgust_d_050,-1,-1,-1,"Да ничего там нет, никакой темы, просто приходишь хотя бы две строчки сказать и уйти. Ничего такого нет. Всё хорошо там будет. Просто приди... И всё.",disgust,neutral,0.29476,0.1132,0.14377,0.08038,0.09056,0.27509,0.00224,1.0,"<think>

</think>

0.32143, 0.12345, 0.15678, 0.08765, 0.09876, 0.29999, 0.00244"
29_happiness_fear_h_020,-1,-1,-1,"Да, это быстрая доставка еды на дом, и мы рады вас слышать.",happy,happy,0.21635,0.625,0.07212,0.03606,0.03604,0.01443,0.0,1.0,"<think>

</think>

0.21429, 0.61905, 0.07143, 0.03571, 0.03571, 0.01429, 0.00000"
03_disgust_neutral d_010,-1,-1,-1,Добрый день!,disgust,neutral,0.29288,0.17095,0.11248,0.06974,0.13881,0.12616,0.08898,1.0,"<think>

</think>

0.32143, 0.18762, 0.12345, 0.07654, 0.15234, 0.13846, 0.09765"
04_fear_enthusiasm e_060,-1,-1,-1,"Так, давайте откроем коробку. Наверное, подставка лежит внизу. Ой, тут ещё есть в комплекте провода. А вы не подскажете, как их подключать?",surprise,surprise,0.11409,0.08101,0.06047,0.03994,0.66544,0.0114,0.02765,1.0,"<think>

</think>

0.12345, 0.08765, 0.06543, 0.04321, 0.72000, 0.01234, 0.02992"
26_enthusiasm_happiness_e_110,-1,-1,-1,"Любимый, ну и поехали уже! Когда мы едем с тобой?",surprise,surprise,0.12298,0.15619,0.09839,0.07625,0.54115,0.0043,0.00074,1.0,"<think>

</think>

0.12345, 0.15678, 0.09876, 0.07654, 0.54321, 0.00432, 0.00074"
22_fear_anger_f_120,-1,-1,-1,"Да ты знаешь что-то и темнеет уже. Сумерки наступят, а для меня это самое сложное время. Я вообще ничего не вижу в сумерках.",fear,sad,0.11166,0.07928,0.31268,0.08933,0.11168,0.06923,0.22614,1.0,"<think>

</think>

0.12345, 0.08765, 0.34567, 0.09876, 0.12345, 0.07654, 0.25000"
17_neutral_disgust_d_010,-1,-1,-1,Алло!,disgust,disgust,0.11999,0.12,0.11998,0.12003,0.12002,0.27997,0.12001,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.14286, 0.33333, 0.14286"
35_neutral_fear_n_080,-1,-1,-1,"А во сне бывает что-то подобное? Какие-то страхи, ужасы?",neutral,neutral,0.78945,0.05263,0.05265,0.05264,0.02631,0.0,0.02632,1.0,"<think>

</think>

0.75000,0.05000,0.05000,0.05000,0.02500,0.00000,0.02500"
27_neutral_fear_n_040,-1,-1,-1,"Да, я знаю. И вот когда человек работает долго и хорошо, ему, как вы думаете, что нужно?",neutral,neutral,0.78948,0.08772,0.05264,0.01755,0.05262,-1e-05,0.0,1.0,"<think>

</think>

0.75000, 0.08333, 0.05000, 0.01667, 0.05000, 0.00000, 0.00000"
45_happiness_sadness_h_090,-1,-1,-1,Зачем ты поставила на них? Зачем ты на Россию поставила? Зачем?,happy,happy,0.12927,0.71089,0.09178,0.04525,0.02282,-0.0,-1e-05,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.04321, 0.02179, 0.00000, 0.00000"
26_enthusiasm_happiness_h_160,-1,-1,-1,"Дорогая, ты уверена в этом?",happy,happy,0.12383,0.68102,0.08792,0.02352,0.04136,0.02179,0.02056,1.0,"<think>

</think>

0.12345, 0.67890, 0.08765, 0.02345, 0.04123, 0.02172, 0.02050"
32_happiness_enthusiasm_e_110,-1,-1,-1,"Хорошо, я подожду. А мне потом расскажешь, как ты это делаешь.",surprise,surprise,0.12338,0.0876,0.10228,0.05429,0.63011,0.00234,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.10234, 0.05432, 0.63044, 0.00234, 0.00000"
15_enthusiasm_sadness_e_010,-1,-1,-1,"Добрый день, это языковой центр «Поток». Здравствуйте.",surprise,surprise,0.14287,0.14286,0.14288,0.14285,0.42853,-0.0,1e-05,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.14286, 0.42857, 0.00000, 0.00000"
37_enthusiasm_neutral_n_070,-1,-1,-1,"Да, получается.",neutral,neutral,0.85,0.03,0.02001,0.01,0.05,0.02,0.01999,1.0,"<think>

</think>

0.85000, 0.03000, 0.02000, 0.01000, 0.05000, 0.02000, 0.02000"
33_sadness_disgust_d_030,-1,-1,-1,"Ты специально что ли попросил, что тебя с собой посадили? Я с тобой не хочу сидеть. После того, что ты сделал... Спасибо большое, кретин!",disgust,disgust,0.11339,0.08051,0.14174,0.21544,0.09071,0.27555,0.08266,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.23456, 0.09876, 0.30000, 0.09000"
13_neutral_enthusiasm_n_020,-1,-1,-1,Вас интересуют интернет или звонки?,neutral,neutral,0.85,0.05,0.03,0.01999,0.02,0.01,0.02001,1.0,"<think>

</think>

0.85000, 0.05000, 0.03000, 0.02000, 0.02000, 0.01000, 0.02000"
28_disgust_enthusiasm_d_080,-1,-1,-1,"Но, дорогая, сперва вам надо заколоть волосы, а ещё лучше одеть какой-нибудь головной убор, иначе вас может снять скальп этой самой фрезой.",disgust,disgust,0.03143,0.01194,0.02271,0.04423,0.01195,0.87774,0.0,1.0,"<think>

</think>

0.03245, 0.01234, 0.02345, 0.04567, 0.01234, 0.90630, 0.00000"
40_enthusiasm_fear_e_160,-1,-1,-1,Ну почему ты не можешь поднять тело? Ну давай тогда побегаем!,surprise,surprise,0.11209,0.13227,0.08967,0.12218,0.45401,0.0112,0.07858,1.0,"<think>

</think>

0.12345, 0.14567, 0.09876, 0.13456, 0.50000, 0.01234, 0.08654"
22_fear_anger_f_070,-1,-1,-1,"Да не разводи ты панику. Мне и самой. От того, что я плохо езжу.",fear,fear,0.11131,0.07903,0.13914,0.06121,0.09227,0.06623,0.45081,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.06789, 0.10234, 0.07345, 0.49999"
08_sadness_anger a_100,-1,-1,-1,Конечно пентхаус с Адам на крыше,anger,anger,0.11209,0.14236,0.08968,0.56457,0.03138,0.0112,0.04872,1.0,"<think>

</think>

0.12345, 0.15678, 0.09876, 0.62175, 0.03456, 0.01234, 0.05366"
38_happiness_neutral_h_020,-1,-1,-1,Хомяк Юрий Алексеевич,happy,happy,0.12335,0.75618,0.08905,0.01233,0.01232,0.00677,0.0,1.0,"<think>

</think>

0.12345, 0.75678, 0.08912, 0.01234, 0.01234, 0.00678, 0.00000"
46_sadness_disgust_d_042,-1,-1,-1,"Бурно бросает. Ну разве так может себя вести культурный человек? Ведь откуда же дети берут этот пример от взрослых? Да, и... Значит, проблема взрослых.",disgust,disgust,0.12329,0.08754,0.21428,0.15658,0.09863,0.30946,0.01022,1.0,"<think>

</think>

0.12345, 0.08765, 0.21456, 0.15678, 0.09876, 0.30987, 0.01023"
50_enthusiasm_sadness_s_140,-1,-1,-1,Та вот же!,sad,sad,0.11777,0.08362,0.75269,0.01177,0.02237,0.01178,0.0,1.0,"<think>

</think>

0.12345, 0.08765, 0.78900, 0.01234, 0.02345, 0.01234, 0.00000"
23_happiness_neutral_n_180,-1,-1,-1,Да ты что!,neutral,neutral,0.95001,0.00998,0.01003,0.00997,0.01001,0.0,0.01,1.0,"<think>

</think>

0.95000,0.01000,0.01000,0.01000,0.01000,0.00000,0.01000"
23_happiness_neutral_h_110,-1,-1,-1,"Ой, как здорово! Я даже представить не могла, что в нашем спектакле будет настоящая звезда! Если я расскажу, это будет просто фурор!",happy,happy,0.02391,0.77718,0.09151,0.01258,0.08045,0.01371,0.00066,1.0,"<think>

</think>

0.02345, 0.76234, 0.08976, 0.01234, 0.07891, 0.01345, 0.00065"
05_neutral_fear n_010,-1,-1,-1,Привет! Ты здесь? Я тебя не заметила...,neutral,neutral,0.75001,0.1,0.05,0.03334,0.03332,0.0,0.03333,1.0,"<think>

</think>

0.75000, 0.10000, 0.05000, 0.03333, 0.03333, 0.00000, 0.03333"
46_sadness_disgust_d_060,-1,-1,-1,"Если у них нет культуры, их нужно научить. Для чего нам государство? Пусть организуют курсы. В конце концов, ежедневное управление.",disgust,disgust,0.12347,0.08766,0.15434,0.09877,0.10236,0.43217,0.00123,1.0,"<think>

</think>

0.12345, 0.08765, 0.15432, 0.09876, 0.10234, 0.43210, 0.00123"
19_anger_disgust_a_010,-1,-1,-1,Алло!,anger,anger,0.14285,0.14288,0.14286,0.57144,-1e-05,0.0,-2e-05,1.0,"<think>

</think>

0.14286, 0.14286, 0.14286, 0.57143, 0.00000, 0.00000, 0.00000"
